version_v75,candidate_v75,lbs,recent_weighted_sharpe_v75,mean_recent_cagr_v75,worst_recent_maxdd_v75,10y_cagr_v75,10y_maxdd_v75,10y_sharpe_v75,10y_calmar_v75,10y_annual_turnover_v75,10y_total_trade_cost_v75,version_v76,candidate_v76,recent_weighted_sharpe_v76,mean_recent_cagr_v76,worst_recent_maxdd_v76,10y_cagr_v76,10y_maxdd_v76,10y_sharpe_v76,10y_calmar_v76,10y_annual_turnover_v76,10y_total_trade_cost_v76,delta_recent_weighted_sharpe,delta_mean_recent_cagr,delta_worst_recent_maxdd,delta_10y_cagr,delta_10y_maxdd,delta_10y_sharpe,delta_10y_annual_turnover
V7.5,lbs_160_260_390,"(160, 260, 390)",1.997085833167521,0.40990713895813513,-0.14654959919937427,0.3221201236744551,-0.14654959919937427,1.878506260006149,2.1980280084985075,14.360765668375628,0.1432657336916521,V7.6,lbs_160_260_390,1.9546441311612643,0.40878444040386697,-0.12110359268971427,0.3209627489538598,-0.12110359268971427,1.816963339778545,2.650315666325564,14.353850319780202,0.1431967448568549,-0.04244170200625663,-0.0011226985542681645,0.025446006509660002,-0.0011573747205952944,0.025446006509660002,-0.0615429202276041,-0.006915348595425641
V7.5,lbs_100_200_300,"(100, 200, 300)",1.9772780846595226,0.4012712106149116,-0.10980870687240529,0.31370950599880976,-0.10980870687240529,1.8615519459685,2.8568727829873417,15.788714234844349,0.1575112205809472,V7.6,lbs_100_200_300,1.9487664427292657,0.4045983152340999,-0.11747183049468635,0.31678769816771335,-0.11747183049468635,1.8105234316338281,2.6967120273318868,15.078309889832305,0.1504240915199937,-0.028511641930256904,0.0033271046191882814,-0.007663123622281054,0.003078192168903593,-0.007663123622281054,-0.051028514334671815,-0.7104043450120443
V7.5,lbs_130_240_390,"(130, 240, 390)",1.931556033823984,0.39467239483742156,-0.1311350322063557,0.31711236835979384,-0.1311350322063557,1.8533837150840395,2.418212456460772,14.821772169273453,0.14786482235537088,V7.6,lbs_130_240_390,1.9236340574437523,0.4012854252429305,-0.12335167674504921,0.318554654304124,-0.1233516767450491,1.805045972574743,2.582491480537654,14.507910524620936,0.14473367880514698,-0.007921976380231843,0.006613030405508924,0.007783355461306485,0.0014422859443301572,0.007783355461306596,-0.048337742509296566,-0.3138616446525173
V7.5,lbs_120_240_360,"(120, 240, 360)",1.922047331504999,0.3897863882853584,-0.1355858513370063,0.31256736253022965,-0.1355858513370063,1.8392466204188456,2.3053095839131905,15.060441352799051,0.15024583159101912,V7.6,lbs_120_240_360,1.9206931451449933,0.3987347665342956,-0.1199493258484261,0.3162096501468945,-0.11994932584842588,1.7990792211834432,2.636193641859007,14.69867140606684,0.1466367456938573,-0.001354186360005727,0.008948378248937239,0.01563652548858019,0.003642287616664852,0.01563652548858041,-0.04016739923540236,-0.3617699467322115
V7.5,lbs_120_260_390,"(120, 260, 390)",1.9202481674462364,0.39171743885308463,-0.14261693876899995,0.3106171031353986,-0.14261693876899995,1.8271805589121353,2.1779818429458264,14.89427689303473,0.14858814329003694,V7.6,lbs_120_260_390,1.9202950156158556,0.3997957448564642,-0.12059897249936713,0.3152683974151427,-0.12059897249936691,1.79374839290683,2.61418808868208,14.592789268684609,0.14558044532330597,4.68481696191958e-05,0.008078306003379554,0.022017966269632816,0.004651294279744089,0.022017966269633038,-0.033432166005305186,-0.30148762435012166
V7.5,lbs_160_320_480,"(160, 320, 480)",1.9156986843231474,0.38860721836279855,-0.15447517526348997,0.3135319604476987,-0.15447517526348997,1.8522713718484622,2.0296591987217614,14.333933914071878,0.14299805499990753,V7.6,lbs_160_320_480,1.9172059291358248,0.398082669253287,-0.1241375494255973,0.31667106422326374,-0.1241375494255973,1.8064157643708723,2.550969192549292,14.375243730552501,0.1434101695976547,0.0015072448126773885,0.009475450890488457,0.03033762583789268,0.003139103775565033,0.03033762583789268,-0.04585560747758999,0.041309816480623596
V7.5,lbs_200_300_450,"(200, 300, 450)",1.9051118451178368,0.3848709511321724,-0.15426180454369132,0.3040159673003697,-0.15426180454369132,1.8037344328211093,1.9707792748804762,13.94457431097763,0.13911372943570544,V7.6,lbs_200_300_450,1.9122391861111994,0.39625546066697037,-0.12490127211265645,0.3119012379709656,-0.12490127211265645,1.7831544891278792,2.4971822359794853,14.176515183331109,0.14142761575751747,0.007127340993362541,0.01138450953479797,0.02936053243103487,0.007885270670595856,0.02936053243103487,-0.02057994369323013,0.23194087235347816
V7.5,lbs_130_280_390,"(130, 280, 390)",1.9011527219509607,0.38618969726443336,-0.14748648819410637,0.30549744824244907,-0.14748648819410637,1.7990941591521847,2.071358888418206,14.997052701512432,0.149613454331755,V7.6,lbs_130_280_390,1.9095939675488511,0.3969904835414483,-0.12382361825658272,0.312743867425469,-0.12382361825658239,1.7803105860701196,2.5257206325324266,14.608039045514913,0.1457325800016845,0.00844124559789039,0.010800786277014918,0.023662869937523645,0.0072464191830199365,0.023662869937523978,-0.01878357308206513,-0.3890136559975197
V7.5,lbs_130_260_390,"(130, 260, 390)",1.8964079041345467,0.38985229267186755,-0.13865521035968864,0.3081079054008158,-0.13865521035968864,1.8052647232181551,2.22211559595594,14.829106741179746,0.1479379934417694,V7.6,lbs_130_260_390,1.9071973933875004,0.39883868115662424,-0.12382452817164125,0.3140555169128483,-0.12382452817164102,1.782587542695798,2.536294880748635,14.510908305063152,0.1447635852338443,0.010789489252953643,0.008986388484756691,0.014830682188047395,0.005947611512032491,0.014830682188047617,-0.02267718052235712,-0.31819843611659415
