date,return,nav,top_pair,direction,holding,pair_a,pair_b,long_leg,short_leg,pair_changed,direction_changed,is_signal,target,weight,scale_raw,realized_vol,raw_return,base_weight,active_score_overlay,overlay_scale,overlay_on,overlay_triggered,overlay_recovered,trade_id,score_peak_overlay,score_decay_ratio_overlay,waiting_for_new_peak,pre_overheat_return,pre_overheat_weight,same_side_overheat_abs_bias,same_side_overheat_signal,same_side_overheat_scale,same_side_overheat_on,same_side_overheat_triggered,same_side_overheat_recovered,same_side_overheat_tc,turnover,gross_exposure
2010-11-22,-0.0020000000000000018,0.998,none,0,none_0,,,,,False,False,False,,0.0,1.0,,0.0,1.0,,1.0,False,False,False,1,,,False,0.0,1.0,,False,0.0,True,True,False,0.002,0.0,0.0
2010-11-23,0.014027255038549624,1.0119992005284726,HS300/CYB,-1,HS300/CYB_-1,HS300,CYB,CYB,HS300,True,True,True,,0.5464085831103183,0.5680828487320744,0.3586890400005692,0.01513661375612152,0.5464085831103183,110.58728376108135,1.0,False,False,False,2,110.58728376108135,1.0,False,0.01513661375612152,0.5464085831103183,0.1433251424670562,False,1.0,False,False,True,0.0010928171662206365,0.5464085831103183,1.0928171662206365
2010-11-24,-0.0007659946649056781,1.011224014539979,HS300/CYB,-1,HS300/CYB_-1,HS300,CYB,CYB,HS300,False,False,False,,0.5464085831103183,0.5575860360820688,0.35899153608608836,-0.0007659946649056781,0.5464085831103183,116.47881594267854,1.0,False,False,False,2,116.47881594267854,1.0,False,-0.0007659946649056781,0.5464085831103183,0.14083545419960475,False,1.0,False,False,False,0.0,0.0,1.0928171662206365
2010-11-25,-0.01797519992460772,0.9930470607100583,HS300/CYB,-1,HS300/CYB_-1,HS300,CYB,CYB,HS300,False,False,False,,0.5464085831103183,0.5571161988399603,0.37363781947059166,-0.01797519992460772,0.5464085831103183,119.4000100018246,1.0,False,False,False,2,119.4000100018246,1.0,False,-0.01797519992460772,0.5464085831103183,0.11111645274637405,False,1.0,False,False,False,0.0,0.0,1.0928171662206365
2010-11-26,0.009302201336854221,1.0022845844057546,HS300/CYB,-1,HS300/CYB_-1,HS300,CYB,CYB,HS300,False,False,False,,0.5464085831103183,0.5352777197002715,0.35297812005640905,0.009302201336854221,0.5464085831103183,124.43187216194855,1.0,False,False,False,2,124.43187216194855,1.0,False,0.009302201336854221,0.5464085831103183,0.12504787367530568,False,1.0,False,False,False,0.0,0.0,1.0928171662206365
2010-11-29,0.01182658845843676,1.0141381917037569,HS300/CYB,-1,HS300/CYB_-1,HS300,CYB,CYB,HS300,False,False,False,,0.5464085831103183,0.5666073578952662,0.3574128516280994,0.01182658845843676,0.5464085831103183,126.5839298091017,1.0,False,False,False,2,126.5839298091017,1.0,False,0.01182658845843676,0.5464085831103183,0.1422267387844719,False,1.0,False,False,False,0.0,0.0,1.0928171662206365
2010-11-30,-0.0070143436880061305,1.0070246778800136,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,True,False,True,,0.44579800179787293,0.4742228715750987,0.3956304083097491,-0.0070143436880061305,0.44579800179787293,124.24064205988178,1.0,False,False,False,3,124.24064205988178,1.0,False,-0.0070143436880061305,0.44579800179787293,0.1565985154000734,False,1.0,False,False,False,0.0,0.10061058131244532,0.8915960035957459
2010-12-01,-0.0026252225304004284,1.0043810140069738,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.44579800179787293,0.5055223152701016,0.3956717055855227,-0.0026252225304004284,0.44579800179787293,115.0082240489199,1.0,False,False,False,3,124.24064205988178,0.9256892281149672,False,-0.0026252225304004284,0.44579800179787293,0.14995247089612318,False,1.0,False,False,False,0.0,0.0,0.8915960035957459
2010-12-02,-0.002859372782624381,1.0015091142721375,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.44579800179787293,0.5054695526030503,0.39593132692200306,-0.002859372782624381,0.44579800179787293,102.39628107196334,1.0,False,False,False,3,124.24064205988178,0.8241770114372893,False,-0.002859372782624381,0.44579800179787293,0.1430710497831822,False,1.0,False,False,False,0.0,0.0,0.8915960035957459
2010-12-03,-0.009756266634247002,0.99173812431667,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.44579800179787293,0.5051381045162896,0.39233618238254464,-0.009756266634247002,0.44579800179787293,86.7374534339696,1.0,False,False,False,3,124.24064205988178,0.6981407371684678,False,-0.009756266634247002,0.44579800179787293,0.12294844734460353,False,1.0,False,False,False,0.0,0.0,0.8915960035957459
2010-12-06,-0.014378383727440824,0.9774785330081125,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.44579800179787293,0.50976690139935,0.4044646352150898,-0.014378383727440824,0.44579800179787293,67.3914071471278,1.0,False,False,False,3,124.24064205988178,0.5424264236709783,False,-0.014378383727440824,0.44579800179787293,0.0930450012951557,False,1.0,False,False,False,0.0,0.0,0.8915960035957459
2010-12-07,0.007509735281179486,0.9848191380340391,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.44579800179787293,0.49448080891829327,0.4061330006852759,0.007509735281179486,0.44579800179787293,51.77900601760782,1.0,False,False,False,3,124.24064205988178,0.41676383153792185,False,0.007509735281179486,0.44579800179787293,0.10686658835535601,False,1.0,False,False,False,0.0,0.0,0.8915960035957459
2010-12-08,0.005598900259612627,0.9903330421616493,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.44579800179787293,0.49244951693789035,0.40390011679383303,0.005598900259612627,0.44579800179787293,38.69812771639935,1.0,False,False,False,3,124.24064205988178,0.3114772032307072,False,0.005598900259612627,0.44579800179787293,0.11719369827973813,False,1.0,False,False,False,0.0,0.0,0.8915960035957459
2010-12-09,-0.0008915960035957848,0.9894500651790291,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.0,0.49517192910862196,0.4029008062683365,-0.001159640646520299,0.44579800179787293,22.05072732401511,0.0,True,True,False,3,124.24064205988178,0.17748400972837095,False,-0.0008915960035957848,0.0,0.1132881292894754,False,1.0,False,False,False,0.0,0.44579800179787293,0.0
2010-12-10,0.002780326907158681,0.9922010598185362,HS300/CYB,-1,HS300/CYB_-1,HS300,CYB,CYB,HS300,True,False,True,,0.5464085831103183,0.5968930054680333,0.32038301594808166,0.0038773813422701142,0.5464085831103183,9.252985958374222,1.0,False,False,True,4,9.252985958374222,1.0,False,0.002780326907158681,0.5464085831103183,0.10381984353637519,False,1.0,False,False,False,0.0,0.5464085831103183,1.0928171662206365
2010-12-13,0.00794998721544915,1.0000890455592486,ZZ500/CYB,-1,ZZ500/CYB_-1,ZZ500,CYB,CYB,ZZ500,True,False,True,,0.9194870580918428,0.9339855046790915,0.21323562804725,0.00794998721544915,0.9194870580918428,9.985906544917238,1.0,False,False,False,5,9.985906544917238,1.0,False,0.00794998721544915,0.9194870580918428,0.08485249742730616,False,1.0,False,False,False,0.0,0.3730784749815246,1.8389741161836857
