rule,full_annual,full_vol,full_sharpe,full_max_dd,full_calmar,full_total_return,full_annual_delta,full_max_dd_delta,full_sharpe_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_calmar,last_10y_total_return,last_10y_annual_delta,last_10y_max_dd_delta,last_10y_sharpe_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_calmar,last_5y_total_return,last_5y_annual_delta,last_5y_max_dd_delta,last_5y_sharpe_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_calmar,last_3y_total_return,last_3y_annual_delta,last_3y_max_dd_delta,last_3y_sharpe_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_calmar,last_1y_total_return,last_1y_annual_delta,last_1y_max_dd_delta,last_1y_sharpe_delta,ma,days,scale,robust_pass,ridge_score
zz2000_ridge:ma20:days3:scale0.00,19.370727194029634,15.567179730875038,1.2522332861107879,-32.47080884957052,0.5965581973571886,49092.40862627561,-0.5769596870430114,0.0,0.015165409704904764,25.47007043327667,17.710913677684207,1.416436445207753,-16.425546411540324,1.5506376345192274,866.0436175428695,1.5572797510602392,8.140952091392418,0.17634650024495135,35.0679666526849,17.877810479625897,1.8362609821832856,-12.959525896901269,2.70596061396582,348.701566436059,4.063303093436456,1.9398672692255268,0.29694419752570234,43.76993747257565,18.42026995807597,2.1413409332665423,-8.990421288613504,4.868507945007082,197.2433652209106,10.131136405137767,4.164124671735248,0.5630114458098814,96.96513107224777,20.62200090554795,3.512643675778289,-8.49458288099888,11.4149373113004,96.87376684811015,15.967227999292234,-0.21509305974350923,0.5153541976447791,20,3,0.0,True,0.355366099434929
zz2000_ridge:ma13:days3:scale0.00,19.327000658632578,15.45347459539434,1.257875373753286,-32.47080884957052,0.5952115559599992,48465.52443085817,-0.6206862224400673,0.0,0.020807497347402837,25.765269174191086,17.446902291618873,1.4492480250493807,-16.215117280637557,1.5889659462998365,889.0047400196444,1.8524784919746544,8.351381222295185,0.2091580800865791,34.76085523820234,17.51995508402111,1.8566755908158068,-13.538722379816637,2.567513703510414,343.6297459433631,3.7561916789538934,1.360670786310159,0.31735880615822354,41.137625867059356,18.0265892008938,2.077391762742406,-11.147147130331902,3.690417412283182,181.21005676717172,7.498824799621474,2.00739883001685,0.4990622752857452,85.55471507575594,18.286096450088056,3.597839946250765,-6.116925239672566,13.986555617988165,85.47621960826004,4.556812002800399,2.1625645815828047,0.6005504681172549,13,3,0.0,True,0.32457313421690825
zz2000_ridge:ma15:days3:scale0.00,19.4852190743396,15.526428981778809,1.2614707818272346,-32.47080884957052,0.6000841914536208,50771.285765604305,-0.462467806733045,0.0,0.024402905421351484,26.454160797421334,17.679234554162594,1.4644569073896399,-16.19446825345674,1.6335306836502423,944.5100455663063,2.541370115204902,8.372030249476001,0.2243669624268383,35.735867913971894,18.124070749801657,1.8420218641827686,-13.576544645869326,2.632176952686158,359.8918363756896,4.731204354723449,1.3228485202574696,0.3027050795251853,40.966119096636476,18.564498032365652,2.015616465848105,-11.77224290477923,3.4798907419762193,180.18591139230162,7.327318029198594,1.3823030555695226,0.43728697839144415,85.59276124953159,20.05455543957361,3.2982485267750823,-6.471981546164274,13.225124428894508,85.51422365447317,4.594858176576054,1.807508275091097,0.3009590486415723,15,3,0.0,True,0.3124883046537116
zz2000_ridge:ma15:days3:scale0.25,19.82377561901849,15.67847369428706,1.269430076101208,-32.47080884957052,0.6105106808659216,56067.984131282865,-0.12391126205415404,0.0,0.032362199695324945,26.497948777529643,18.111813302216216,1.4358241573507895,-17.688847614473026,1.498003112189683,948.1310790561054,2.5851580953132114,6.877650888459716,0.19573421238798794,35.46970545481081,18.37943876840998,1.8078467492718189,-14.242518975321506,2.4904095628217426,355.40601573283016,4.465041895562361,0.65687419080529,0.2685299646142356,40.04560136510038,18.874337896307054,1.9494119269845118,-11.804770243523311,3.3923236572157265,174.73154873152592,6.4068002976625,1.349775716825441,0.3710824395278509,88.51811050369811,20.612846906610184,3.293100169687631,-6.8856281534833474,12.855488058691925,88.43631785808259,7.520207430742573,1.3938616677720237,0.295810691554121,15,3,0.25,True,0.29541343059869896
zz2000_ridge:ma20:days3:scale0.25,19.66001999658229,15.714216519246252,1.2579017412772577,-32.47080884957052,0.605467516613536,53442.37937593716,-0.28766688449035627,0.0,0.02083386487137462,25.33691308750894,18.13806917707261,1.381244084752279,-18.428026646432507,1.3749118977106498,855.8442995295449,1.4241224052925077,6.138471856500235,0.14115413978947755,34.16775959491054,18.205726537209483,1.7681392139028396,-13.560626937967202,2.519629789331292,333.96480088708745,3.1630960356620967,1.338766228159594,0.2288224292452563,41.44833679668656,18.856149464355838,2.006047209884992,-10.123562441873213,4.094244198588375,183.07180506315092,7.80953572924868,3.030983518475539,0.4277177224283313,93.37825425849277,20.807402290497148,3.391408514412569,-8.72676110819578,10.700218912924766,93.2909853215661,12.380351185537236,-0.4472712869404081,0.3941190362790592,20,3,0.25,True,0.28647871473419984
zz2000_ridge:ma30:days3:scale0.00,19.70877517113545,15.665827113742422,1.2640129372588418,-32.47080884957052,0.6069690244687617,54211.378036560905,-0.23891170993719513,0.0,0.02694506085295867,24.306072198020168,17.949253221197353,1.3462467034455918,-23.414502164919938,1.0380776847963908,780.1068074355602,0.3932815158037357,1.151996338012804,0.10615675848279027,33.552477729983906,17.91909692712606,1.7669396710846947,-12.959525896901237,2.589020462392584,324.11703023229654,2.5478141707354602,1.9398672692255587,0.22762288642711148,40.36745384579672,18.5367676419602,1.9944631187440895,-9.004745609125198,4.482908856957523,176.63050212482497,6.7286527783588355,4.149800351223554,0.41613363128742864,89.42293199662721,20.71952436905413,3.301255998042708,-8.49458288099888,10.527053917697716,89.34012624462943,8.425028923671675,-0.21509305974350923,0.3039665199091979,30,3,0.0,True,0.27258512668341844
zz2000_ridge:ma13:days3:scale0.25,19.55179144515984,15.557028547795998,1.263050913587262,-32.47080884957052,0.6021344135817068,51772.93812444216,-0.39589543591280574,0.0,0.025983037181378954,25.43724382962569,17.72352872740085,1.4141138451454847,-17.241295516590714,1.475367312459107,863.520176661853,1.5244531474092575,7.325202986342028,0.1740239001826831,33.8365462814362,17.784729811508836,1.7914057370157805,-14.200176771382367,2.3828257088761764,328.6411717768198,2.8318827221877534,0.699216394744429,0.2520889523581973,38.81548744673755,18.283437064591173,1.9562617960505138,-11.619593350399827,3.340520298449336,167.55388454588376,5.176686379299667,1.5349526099489257,0.37793230859385285,84.1037919018054,18.806785708497074,3.4599280106012062,-6.086721960177311,13.817583988895624,84.02689901443767,3.1058888288498565,2.1927678610780603,0.46263853246769626,13,3,0.25,True,0.2632609764748331
zz2000_ridge:ma20:days2:scale0.00,18.77902552482402,15.468875563601836,1.2260663190097827,-32.47080884957052,0.5783356248322225,41238.23575789485,-1.1686613562486237,0.0,-0.011001557396100425,23.844330845597582,17.390074339774262,1.361632656936695,-16.544225358192833,1.4412479478097582,747.9688282454694,-0.06845983661884958,8.02227314473991,0.12154271197389344,34.12459558113461,17.68228888997002,1.8133790186785774,-13.530441315016372,2.5220607951096468,333.26804000564874,3.119932021886161,1.368951851110424,0.27406223402099417,39.99968187875871,17.73472450137939,2.061143836930576,-8.013900888252257,4.991287318937905,174.4613309305568,6.3608808113208255,5.140645072096495,0.482814349473915,75.83691284812737,18.39331686600421,3.2742409414378173,-7.9232313424105305,9.57146264835113,75.76899987237071,-5.1609902248281685,0.35625847884484063,0.2769514633043073,20,2,0.0,False,0.24890532629493253
zz2000_ridge:ma50:days8:scale0.00,19.61457166379599,15.970255754716211,1.2378259580237652,-32.47080884957052,0.6040678492077485,52735.070629226735,-0.3331152172766565,0.0,0.0007580816178820449,25.14290036798359,18.71299831750644,1.3358968006766836,-21.894237022745255,1.1483798381219403,841.1571286653825,1.2301096857671574,2.672261480187487,0.09580685571388203,35.58578992754453,18.80560602302407,1.775746400283581,-13.854844076956752,2.568472783228971,357.3581445361681,4.581126368296086,1.0445490891700437,0.23642961562599774,40.85242815500596,19.287561639065785,1.9426427510278816,-9.423313094963227,4.335251067572151,179.50838329145697,7.213627087568078,3.7312328653855253,0.36431326357122074,88.407526399027,21.055438449456215,3.225483517971797,-9.423313094963214,9.381788072634567,88.32585736838385,7.409623326071468,-1.1438232737078433,0.22819403983828712,50,8,0.0,True,0.24030518489856434
zz2000_ridge:ma20:days2:scale0.25,19.35165361973754,15.624083032474564,1.2472350718441572,-32.47080884957052,0.5959707905457212,48818.00024133496,-0.5960332613351049,0.0,0.010167195438274046,24.656893283512126,17.832372138113445,1.370268340820634,-18.783455752923206,1.3126920630499452,805.2528609170073,0.7441026012956939,5.783042750009535,0.13017839585783242,33.68684033587262,18.08652829239688,1.7580858809625044,-13.817644424374741,2.43795825838795,326.2521355441925,2.6821767766241713,1.0817487417520546,0.21876909630492114,38.85208254501271,18.169182485629687,1.9690157187221489,-9.137103576707384,4.252122373227307,167.76558954347328,5.2132814775748315,4.017442383641368,0.39068623126548796,76.98781731401219,19.06882066262712,3.200524181389266,-8.531171026289897,9.024296556330235,76.91866981120332,-4.010085758943347,-0.25168120503452585,0.203234703255756,20,2,0.25,True,0.23958494610931869
