rule,full_annual,full_vol,full_sharpe,full_max_dd,full_calmar,full_total_return,full_annual_delta,full_max_dd_delta,full_sharpe_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_calmar,last_10y_total_return,last_10y_annual_delta,last_10y_max_dd_delta,last_10y_sharpe_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_calmar,last_5y_total_return,last_5y_annual_delta,last_5y_max_dd_delta,last_5y_sharpe_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_calmar,last_3y_total_return,last_3y_annual_delta,last_3y_max_dd_delta,last_3y_sharpe_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_calmar,last_1y_total_return,last_1y_annual_delta,last_1y_max_dd_delta,last_1y_sharpe_delta,ma,days,scale,robust_pass,ridge_score
zz2000_dense:ma12:days2:scale0.50,19.5874024743113,15.499100914694688,1.2691971380168827,-32.47080884957052,0.603231122607849,52316.58260149612,-0.36028440676134466,0.0,0.032129261610999604,24.981329559110186,17.531295982075804,1.4061928836857214,-20.79844285678767,1.201115378258109,829.0812225958878,1.0685388768937543,3.768055646145072,0.1661029387229198,34.238218463448874,17.571841280119934,1.828828764545084,-13.90269599737376,2.462703526705649,335.104085030032,3.233554904200428,0.9966971687530357,0.28951197988750077,38.02468717967875,17.935213099793234,1.9577896762586224,-10.95726898329945,3.4702704878044135,163.00627465348455,4.385886112240868,2.1972769770493024,0.37946018880196153,85.16342713045807,18.883697134239792,3.4782085401656175,-6.7502031744698705,12.616424265947582,85.0853646164771,4.165524057502537,1.5292866467855006,0.48091906203210755,12,2,0.5,True,0.2719753738760579
zz2000_dense:ma19:days3:scale0.50,20.088801715348083,15.837561063278407,1.2726778645794479,-32.47080884957052,0.6186726609865092,60584.481361787926,0.14111483427543803,0.0,0.035609988173564755,25.79599265447856,18.485097731829082,1.3793395134975412,-19.94667409590427,1.293247813166775,891.4224651459623,1.8832019722621283,4.619824407028471,0.1392495685347397,34.24532964814691,18.583241700242986,1.7392763936857312,-14.708464549049538,2.328273596060701,335.21920203743065,3.240666088898461,0.19092861707725817,0.1999596090281479,38.583980902775,19.054048804482278,1.8755483980353103,-11.045080015618424,3.4933183687410927,166.2171899105641,4.945179835337115,2.109465944730328,0.29721891057864935,88.84727289767753,20.874700326187856,3.2631387647462726,-8.70643200336525,10.20478571053399,88.76511203987569,7.84936982472199,-0.42694218210987955,0.26584928661276264,19,3,0.5,True,0.24000545394745043
zz2000_dense:ma11:days2:scale0.50,19.520452606282923,15.526907229215297,1.2634744967232368,-32.47080884957052,0.6011692747389357,51299.04795196047,-0.427234274789722,0.0,0.026406620317353635,24.15276250503744,17.543448327647695,1.366010747088114,-21.77710791212073,1.1090895357870025,769.3166872783663,0.23997182282100837,2.789390590812012,0.12592080212531243,33.43885477115809,17.65966222286267,1.7854312770169765,-12.928555708194988,2.5864339007304813,322.31817327218073,2.4341912119096456,1.9708374579318075,0.2461144923593932,37.12637340802032,17.97085411998994,1.9164096723504767,-10.957268983299418,3.3882871237903065,157.90325607857255,3.487572340582439,2.1972769770493343,0.33808018489381575,84.0386654669966,19.117276306348757,3.404860590996864,-6.750203174469849,12.449797923837584,83.9618443304908,3.0407623940410673,1.529286646785522,0.4075711128633541,11,2,0.5,True,0.2299038954245648
zz2000_dense:ma15:days3:scale0.50,19.851842964029554,15.764676380683913,1.264878496171243,-32.47080884957052,0.6113750678647517,56530.38895581008,-0.0958439170430907,0.0,0.027810619765359812,25.628536066888906,18.33068274204857,1.3818054289190833,-19.76498417790513,1.2966636267555691,878.3090178582707,1.7157453846724735,4.801514325027611,0.14171548395628175,33.878899940868656,18.39768109287167,1.7394003469297328,-13.94804378121821,2.428935589267967,329.31899923967876,2.874236381620211,0.9513493849085854,0.20008356227214952,38.16793931523917,19.120480310688123,1.8531514022573403,-11.541884494349318,3.3069070595816,163.826213743772,4.529138247801285,1.6126614659994338,0.2748219148006794,86.68795297929151,20.736012236839123,3.225899076930449,-7.481029369275671,11.587703870715432,86.6082004244933,5.690049906335972,0.7984604519797003,0.2286095987969392,15,3,0.5,True,0.22491081729543996
zz2000_dense:ma14:days3:scale0.50,19.8108994022822,15.701688237248353,1.2670659708394347,-32.47080884957052,0.6101141334070658,55857.07990355032,-0.1367874787904455,0.0,0.029998094433551614,25.419503653259824,18.12458277899514,1.3858915374328915,-19.76498417790521,1.2860877309315362,862.1589275775594,1.5067129710433917,4.801514325027533,0.14580159247008995,33.84335081075387,18.258729816639594,1.7497475657280972,-13.948043781218267,2.42638690712497,328.75001363671856,2.838687251505423,0.9513493849085286,0.21043078107051394,38.04531709969765,19.09433667605486,1.8505838385578592,-11.541884494349318,3.2962829526082933,163.12425023986904,4.406516032259766,1.6126614659994338,0.27225435110119833,86.19089179972596,20.66537845071056,3.2228136073900164,-7.481029369275671,11.521260984980085,86.1116912097031,5.192988726770423,0.7984604519797003,0.22552412925650644,14,3,0.5,True,0.22457530957489374
zz2000_dense:ma18:days3:scale0.50,20.059146893728187,15.810787391696381,1.2729503975261922,-32.47080884957052,0.6177593846416766,60062.09412745817,0.11146001265554162,0.0,0.0358825211203091,25.97335061525503,18.404062606983196,1.3925332115908207,-19.757584473731892,1.3146015217491351,905.4835871076127,2.060559933038597,4.808914029200849,0.1524432666280191,33.885487400425696,18.5580885365252,1.7263461125819755,-14.708464549049548,2.3038086190047182,329.42450185297554,2.88082384117725,0.1909286170772475,0.1870293279243922,37.41917671235322,18.994729849810838,1.8345507530940235,-11.356859074163006,3.2948526056365623,159.55925277439422,3.7803756449153383,1.7976868861857458,0.2562212656373626,84.59650740073505,20.65350585809731,3.181391853733543,-8.70643200336525,9.716552930986701,84.51907117064125,3.598604327779512,-0.42694218210987955,0.18410237560003306,18,3,0.5,True,0.22237057782389322
zz2000_dense:ma20:days3:scale0.50,19.834202389123078,15.806634373842138,1.2609770971775198,-32.47080884957052,0.6108317929808952,56239.333622069535,-0.113484491949567,0.0,0.023909220771636708,25.04035287735902,18.377126813762356,1.352309862530748,-19.934524235598474,1.2561299472922816,833.476400677471,1.1275621951425876,4.631974267334268,0.11221991756794636,33.21677526118874,18.39627576997882,1.711521854604256,-13.953960528177046,2.380455010899203,318.8198719399769,2.212111701940291,0.9454326379497502,0.17220506994667284,38.74960323979239,19.076155262260563,1.8799780506118695,-10.686400170795318,3.626067021679623,167.17302154928424,5.110802172354511,2.468145789553434,0.3016485631552086,88.84727289767716,20.87470032618783,3.2631387647462713,-8.70643200336525,10.204785710533947,88.76511203987532,7.84936982472162,-0.42694218210987955,0.2658492866127613,20,3,0.5,True,0.2217581740433141
zz2000_dense:ma13:days2:scale0.50,19.57796067253601,15.52126258616148,1.2670606840751344,-32.47080884957052,0.6029403444563396,52171.905525797854,-0.36972620853663685,0.0,0.029992807669251276,24.498635373903067,17.575644752656235,1.3801927886454006,-20.711480728534916,1.1828529159747838,793.83033963737,0.5858446916866349,3.855017774397826,0.14010284368259907,32.90275931522881,17.61762010883175,1.7654114144202833,-13.862614996913658,2.3734886471675227,313.9129357923797,1.8980957559803677,1.0367781692131377,0.2260946297627,36.65414543350973,18.064093333123765,1.887434979604745,-10.640548138626437,3.4447610175692818,155.24736104699818,3.015344366071851,2.513997821722315,0.309105492148084,86.58015868262888,18.889653957263608,3.5190720828626554,-6.127673317248206,14.129369207546134,86.50052590561785,5.582255609673339,2.151816504007165,0.5217826047291454,13,2,0.5,True,0.22164277435269514
zz2000_dense:ma28:days3:scale0.50,20.182146221574904,15.810304346207898,1.279687953935222,-32.47080884957052,0.6215473816828511,62257.72559482306,0.23445934050225858,0.0,0.04262007752933883,25.071110582911093,18.334537785140228,1.3564915783532359,-21.703838589425793,1.1551463801949693,835.7741849622274,1.1583199006946607,2.862659913506949,0.1164016333904343,33.042073562455876,18.194103243618766,1.7210928375415404,-13.953960528177022,2.367935146135358,316.0842077934597,2.0374100032074303,0.9454326379497733,0.18177605288395715,37.0955685054575,18.953242186205053,1.8251744068868032,-10.420807734813364,3.5597594207146055,157.72944461991202,3.456767438019618,2.7337382255353884,0.2468449194301423,85.58943474227046,20.930000136145686,3.1686827446071706,-8.70643200336525,9.83059819558552,85.51090083078184,4.591531669314918,-0.42694218210987955,0.1713932664736606,28,3,0.5,True,0.21476451043937947
zz2000_dense:ma21:days3:scale0.50,19.769737836334112,15.812362507267942,1.257062464497031,-32.47080884957052,0.6088464850975094,55188.027192504116,-0.1779490447385328,0.0,0.019994588091147847,24.944233509365255,18.393669589327093,1.3469208052559674,-19.93452423559844,1.2513081934918033,826.3284008917917,1.0314428271488225,4.631974267334304,0.1068308602931658,33.21677526118876,18.39627576997883,1.7115218546042565,-13.953960528177046,2.3804550108992046,318.81987193997725,2.2121117019403123,0.9454326379497502,0.17220506994667328,38.74960323979242,19.07615526226057,1.8799780506118695,-10.686400170795318,3.6260670216796256,167.17302154928433,5.110802172354539,2.468145789553434,0.3016485631552086,88.84727289767724,20.874700326187845,3.2631387647462713,-8.70643200336525,10.204785710533956,88.7651120398754,7.849369824721705,-0.42694218210987955,0.2658492866127613,21,3,0.5,True,0.2138424440414128
